Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas Used, Error)","SmartShield (Success, Gas Used, Error)","Elysium (Success, Gas Used, Error)"
0x22ea37111b64b61a4ec995b314b0d45190f54cb9f4a8fe574152d76711c12915,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5b2bf2d5bc8b2038fedad3bd17e088be6be2c958367d85c4cb03feabaae4e34f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdc61e2722b3d8fdb213379d7f7caa3614f541a1232990a3506646b09cc572a3e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb5ba428a23177438a21ea85c56c1c3ce28c66077309fd2d0add9d97977145889,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf8f5c90485844e4bb55ccc0e7ddfdceedad89358c81720ce1c33db3faad0d4b9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0582b92c8aacfc1743a1221aee495ab0bfabe7ab40f665d46cfa92d3a934d213,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xafb626f597090fc7042773ff7b5169ecdaabfb9688f0af131f3ae8bc4bbc02f7,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x2532688635816f893ad48779bd864c5dbf565e3be191e5694c0d5e1300c58708,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x829cc40db7c1047c07c128cb7febe0bc1ee864f23b6812ede1b98a79dd51941c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8b5a3e2f0c23560f97330933ff4437176d5d79ca3706e53e24f03fc9d54c665c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa50e39184785653a5513072748b064c684a5f3e1eed1dab8bdafdad4a863e57e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb078cc25ebb143a149c2941c14aab42dfa701692c86d70bc9863dead9a2bbab3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x30d8ae34f7bfca3c36a23c4652bda4a5e7c48e5419b8da61f4aaeec99c8520d7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xeab416fcbbcee966f287f6dd82d821230fe714b92a447e30f179cbac772b6271,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcdfe335d8196fff1bf296bbd00ed603fce8f2fbbd745a2f670a0d79bf41ffeea,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x97026c484a4a93dc726d8038a63295cc6cfcdda4008b0dec48db264d861281d5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x26797b6f726d92c48bd42d1db999f0425647c59b2e557bf1e76d37dc856f0864,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf44f05f2f71296e406044fcd0f78341a950e3d623956a4cd26bf6dd6bf36300a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x14e1fcaaf9046391baefafddc779b5e3d5be45f8a27908c8b9d753b00d053466,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x6ccb377d7abdabc4ed29fc6de9b122e62e075e6b6fba2fa75520ac88dcfa937b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa21c55ae65305c46fef8af72cf546f48746cf01cb9df2d9f7facc699d768752d,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x37b2244ae10774fd47ead50c2e6ce359a5cde1bc55d1ea0086beebbff6e37e81,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa5520e0ad3152830dd93cf9046cb7b1cea1ccb31f6933994df34797bd1becbbb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x381b09764ec3e03df6184d5bd7196b592846e3f4c6a0e43f59c0df0011178804,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xade209a8410b0c86e26b1ec92e7d2c6b5e532cf779ff7bb33d280eb14efcdee7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x370335f2d3377a4560ba52aec6ec7372dc9671a99095c1500b4e37f719c09c6a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf7ccfed67236def4864fe0d18748d42222b1be7b5aa5598ded48e45b90c80f74,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xebfe052c745dcb35fb5c390daf87f372fc8437e8c136d5f2a4efb2900453afa9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbbed94296aa5a7c15b50ef8301eab19758f65124ae7b8af56ca9b73e31342b94,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd1ac9e9ccc56b71d37cb1f487aec775bce8c7d98baaf234eef6cb698afbcb986,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa098fed11a5b031ce53f4a119ba7d8e36261b35496f3c339ddf8a445801cf3c3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x33376587fead4a3c6aed2e30fbe352119586bdbc8d4827f2f3d1c9a860eabcdf,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xeebd0834770b3bdb843f6033c3d4714b484e5c6883ff0befd624c1f3fdc6e91e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x50c0f95ec41550a7a76836c0094bc3aa77e24f9a20b6737035b72c85686afe1f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5b9241e6f1abee2bcd34bf745dcef1520677303a814dac54b28341f7d28d6278,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x620c41f9841550a1fb1bc89f5445388ea49f47f83bc4b7489b8eec85c4155b80,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x11eba396a728c15209fa06f8392ade34ae2538ceddc5b7d7da01b462d682467e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x65a292abb278256ce2a030da77e35ce4a45aff2982b0c9cc28965e6df3f3c6b2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x66b596da49c472c4279fdba430493a7753b61e2cf00e068d804e0b9f021774ea,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x423dcba17f64ecedb920e6d1b2eb55b5c70333b5e770ad56269702b0fed4a37c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x88ff6237ae72bf9ce0c74d3a5e1d4fe20288bd8a5bc3ae141a39d0b104f98c91,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4fc494b8ac138e3fefc0cad84265dd8dce17654f13a67d3ed997f249e9a5b3ae,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf1a9cd0f93afc02bc4eed5fe99c77ce51091cab44e4be74f0829665d436b2726,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf60f7774bed8ba95eced50e0d3bf520ab69f731b90171e324d23a82e9132af12,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc022989508c7eecd72583ef6aea2bde3eb7bd8c42834369b377cbe9fd420a9ac,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x03d982de2f40863604042e2bb329ae91566c1aeb29a4b972ab74c115c85f9abc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcb555e52fbd8e6ed4f651a38909d7c8fd584e53f6555a8b835db57b77a9a607a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf3762ae7c340ce27bb2ed3fc8fd2d5be336761a2fe7b9f16f004be72356f5126,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4f9470a02d4ad6bddfe01508c8c1c74a57d572ca2d51097bfeb0a64feb786586,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1a57c4b4fb3b7b1c4bd4374983ab8cc8c99437bbb1c4835ae2d6f12f51da2c09,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7d7d8e3f6b9803911a25d2e441dc5b19677027d1b2b1c2eb6b8871ee4ffae11c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x669c71abc324f957afc8686f7a8fc8f9a6cc52370aaef506a00004d9089c2c48,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x49bca6ddbcc730dfbb5241adf1b6e7764fdaad0b920aaf1a73201fe53b5d423f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb330669b8c790ee664645c75ecdaca4d0de8cbcb9b2902db75614a156fe2693d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0d83f721773ba1eb78aefccabb14e2ca7a66d5dd16b431524ac1d70c70cd1380,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfc5d2a7ca81babc41d64055ba5df4b2c6eb766aad26002cf20658ab5a8928665,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xeaa67fcb45f1de734cc560d9b672f01440a3c7e38b19f6ae351a4292313eac44,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf0e7990c497e3270c920968930f8961304e9319317d2b17412a77e777aafaf65,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd75dbe475bdf03fd9a6ee82438affb7ecf1f1003c40fdbc30f088fa6a5aed06c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6606bc3a1aad83817e9bbf3bda9e14640400fad2e89d1ef2be48f50a4f99aa4e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6443128e6082c65ae7754a39b5ed6ce89de03df96b472451b9fb11d629a368c8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x89b6ecb98fb57da46af1fd91bafd61b6eb2399862ca094698a10b4a27fd6ecbd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8c3a0962b644ddc4f8a4a503d8f7fcdc156e6912a0166b29d32d910d0d207e60,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd9919ea13bb250370fb4ca689e166877cd67a7972635a103e48fd30af4803d07,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x82f1d7b01acdc4e0cc7c672b4115032f877756c835615d5aeebedaa6a64756d4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3caa1a33ff0743f8f2df62612b3ac694d7b178b2ace6626e47f80990e95ee021,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x278fd1f8511dd7ad6ba9816f547ab94bbed2596e1c70ddbc8ca94d1303299149,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x94f289d1fac3d687f6672fe405b5c11b4ccc7f0ac9096d4aa1c737eff1333858,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbff6c7de2c24e9b489e09f561b0359f2855e6eb9e854a516f77ac36dde0b1fd8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbac98d82dc0ff180bd5318f4b67039196f66ea124882618e90a3e51d2fa04bf8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4a6bdd45f25c65f3bb341cea996162243419bd5046c235ae8be2f1561ff29336,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4b9595eedfab6ccc44f449a5828e70b3b1ba51f6c1c36f02f539de03a1d56154,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x893297104cf18224324b39672d45939dc8602292af99e3c2982980baaa7b47d2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4386adbd8cf1768cfb91b53d885b4458fd1ae103e4f51ce222353b8b3dff32eb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0decaddd4ba4e38bc5c9604166b47ae7a535aa5d6ed08b9ecce58cd9516d01b3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf4fcf04f274cd5dc454c7786784187f0758352effd6fd403a46c50e38f460e42,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe077ff498e7a5cd468f57db982624ca7ce2f1019151069e412f919e44c4704fe,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5f3e1914a693852d0f791f243f4346593c32210a0f3c205020d92e4d356fe439,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x77e60ee304146e12de44e7d2ec98182ec18898cb779844e708d48a1d47c7000a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfcfbe1eec75fd98e7ce03050958ef764732b911e3bcfe045bd5a0b208d2c56b1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3756884d6b4edd6fff01b071fdc3af1695afd72d928a5e0e62141f81d291f602,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdad5458b50e1154201a72f72bcc0a297df6370c5c643b02b9029aed6d3e92301,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5dbb85a8fd3ca52acf22d969030f68e77782b80ce8eb868c2ada9c786f270438,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x310949b5f880cd71698eb574d28de17c0027ef8ebf128d6572892b2cd746913b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf31f8e3112f227e094eb8622b2d0a1beec08c3f344d85f57be9278eb494b9895,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf975d8b1ee396a270e7dc1cb883dd8a433c49c488604470bb7e324ddd18ea9c9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe790e2a211592b84333340d6ffddf240cdb27e3781a0e8bd5842ee34a637734a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7db8ac12c8d29d6b98b0364745c369623fb49df8246227e6ca2a7e2366f6a887,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfc083f4a68ba5b80393c6c98469b5831d50775891061d4ae27b860f9564c4be9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x11a168d201e05ee9faa6766d366b05bd7aa93abaf3d72cb49038261b4464b2ec,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x14b98e6665bfd11e613ee262fa11fe7771874e632fafbab14e474f7ffefc832a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5aff57bda55e2b5ce77d64a72fbf5fed81270de752fff01ba22decbd62e167a5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x49afb213bc89f520742927944543f338d832b786df93958f1b5dc00648429124,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5e73e34ecb94cebf4495ec6591a79abc9205efa3af2e8b66572a8a60ab6c0ccd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdf9a1257771853f796d209b6d8709e9e320f61551d033fe49ea885418b547884,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd944c727c5b2c7db32186df8bd20f9a19101b2f1d63bf3d512cb7d8733e79b44,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x574e334c327d9fa39331a0e0cd5b2e4d19f934c296743586915012dd9f240ae3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x65768d5d4700fb8b31a4e41e30111c890a183ae55f3d5195f47528bb2eececeb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x84c068d1df2419c2ff45b5681feab268567058cefa4e4157750c43ce531647a8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb64dde1a3726a3efeccfc839c463d78b9638bd99c09717c34ad9d1825d721dbb,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x407f7d9ea8f2412605044251d7b4000369d59d5166054a9d99b80972871321cf,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb93271bbdd8135eb51c35a9070dc8507a10f4229a1cbc301a95e86a8989d864c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa534859a907bf233a77b4b4c7a8ffa0c557ee8de6b63e4774260b21f55ec4aef,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x276dd763b7f866903393d1884ddffa82a703817d7629cb88696494cc5a949f15,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf5112749beaea5ae83dd21db2af2f355cdda0b2a95c405af778aa13a83386ff9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x52089e1d050037f261b13b1a8ea67ed5f3dcf6f912cc5b6ddf09b781b3df0181,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x28a271219d1d27d156ff8633b23252bbacaa97eb75fa65d419d8115fc8f7660c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5b680d68eba92022992852571768ce5100f4e9861695ee70762e3cfcdb8b67ba,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc4eb54e3a92e65bfcd08ced0fe970801b47829fcc2b978e65746606a45d66a93,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x83c155388227a798b19cad02011b8f41583240c306b00ac051b20c681d2b0274,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc5c9c7821d09cf22cac358ca49bff757e4de8a890d114f312c5e6fbfea8f1135,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf3d1874f92a7b975c0d57ee7af9367c358ff3dad296e0617ea762f5b9eb5b8dd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfb25fb57145b6051d0c60b0badc52247fe5dd6731eb5ac5e14d0fbf67033e999,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x882d333c6fa11a6dd7902c29de8443a1147e2bfd3efdf206039122ceffb4ca15,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xafe28697ab15effa7a93f044a00ce905052962a7378fd8d19a38d58ffe97d124,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x53ffd8cb0ba228212dc952b79808a01f69578bdf237caaf746001cbfd1b725b9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x95f6a18d98efc1ddca81415e5588185968845c0f58256e2ed8ac5b8cbc72bba4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc64df32359e7d6840c0f7f8c8f2cbb275e42d53571b7aedcafbdfa9dbeb4e74d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x59f050b28b5e66c24ea83d2bfc1c131f2a1756c16f9cb49b7d66ba7063336496,40915,"(False, 40915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 40915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x706a18ee105a3ed89d6b1bcfa271d011cc4b8f8be302b7be5935fde72724d045,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9bce86bda11b58cad7bd6d79b3673dc9c5951e2386e4e77298914609e5d6f610,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9f7cfc33b30824b1e9af71c9e7b942e4d2292e9bca977ecac2d84ac6d71e8afa,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2e2b171d32468893dec8ef0bc507cb1919bec10a8de3c09e1bd456c532a1e9aa,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa8153edbe06a94c946a2222e3d0deb61ccf4a70bac2e05fde76c99b6f0116a97,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2729b616e8a47cb74424977c350693d33e82ff14931a68576e3c3fcec873453b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3855e84cb8cab05cc109522986f6a1f7fe8cf78a0c797cfb6d9501453ccb7010,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd0d71cd49a962aaca3ad5ce88801dc1f0c7e69d3445a04f2cc67f58fb443a5f6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf36666e3170d728bbb327def29dd520611d93929c07e087f552e552df390a800,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3483ec142f6302d2e1cdf05fd4b0ff2ac5b72867510749f57bdd4d9bff650ae6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xab562effaa73ac7727aba1648ea35cd499c30d4ecb6a3f9db30c5fea2cd984c0,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf72bc2255b5fdf3caad412257930ec828c5b93d8c35e1e211fec5ae730d5b58f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfb9cfddac9bfc5eb45679d8ad5e7fa0691465e5acd050147e0f696e3c369d333,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb90d0a7bf4149d270ccb0d8d7d4e95abb9208eaf47537e733bf46fb7ccac6393,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0ebd2ea6e6dd1f135ab0aa60278d96102118c7333e64f4e02ced00bf534b70fc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1cd55a7a38ca1293313741ce1a89398c065278ae029e6de34f96f5ad0bd825b4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x571f226ca867ebb75c1eb92e874c1cff0f26b9b19eca554614bfd58af5ebc45a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc944d7ae5e230370db72cd8e62100c1d003296a542774355617421305e3053fc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf5482cfd68b7fbda322500e217e73a2eb7ed7b35516ecdee580e6e04100ac39b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x13c7552f8d0ba4f832ec5e10dcf3516e84cfe39cb489f5448fd76d749694873e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5cf1bb0407493bd2640ee96a32a329b5332b08ca9e5fe7514fa9e95291d93740,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x087c4b1a100b5c2df3399aa8cb085dbe46ec0047f2c6fceda0b750fd4cc2e785,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf2061fb55dc1636898bb5802bddee1c1814d433971e55614a149ab17eb656eb8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xeab24f71ba740a5b5f93993a96a856e54f69565a0a8ba7990bdc64300eb3dcc3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x983d3756e249aa1c2a66000a298436f79f5753885dcde11205999382ac0ae1a3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd8e9929e1e2577cb8372db2f77e0006babfedee9432acbccc13506a7fbf4ff89,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2267e63f29ad40ec5299f09c581469a4b424130f4c733038353768c8f0d6d986,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3f7e56d26c0d262f45538e076c9102899dc021114bc18220dc3846fcec31b44c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xabe037251837b3de7778eb6ebb61293b7a8089498378a871bbda155a19fa3cc3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6fa9825179bc5860633d4f89ba25030367558b200945b0c435db4280a8cfe238,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x1a74a3a3f65a9a47b3e141e813357c007ddeb5b14083e2278287a64571184b85,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x759ebda4883da3e411ab7adc764d7080fafb490909f6e5d53bc52392fe254c1c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7ffd9e59f48abb58d74a49a8029d68d1a6b2f1c5893429e7dc60c57e5e26a99b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc0ca51aa1c46f29d023e2f318b0540eb0541b2689d8b4b0cc42ec465b3cbc843,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x59f826e46e79bd8d34623db84c9d94e0a63e00968a4aa6d580ca0a76510f492e,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xfdab7633af2fbd2633580a8129aa53d64718fd8110282a16042bba1956ca5314,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x60f399889b518578c0852f43be68f113a35ea24b5b547deb014703b518ca19bd,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0xf05054fbcd1c16ae3216863c9c549fd457de40dbc995f2649f9da9f0ce2a337e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb9ac3285086a8464c808fa4fc1b239b686a568bcec8de8855de912196b977bc6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x13acd5aec130fbdad03b54bb3aaf6cb0efb6ca3d0626e0f84570e08c56c52aff,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb53028b23a2833a2dde6c64ab93cd271ee2f31201f6343c3dbd98236d24b1523,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xef44cd5481313e7425411072608769c6fc10852501fdec1a5567435c9ac00b76,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3a333ce4080302ad0f68e177971fbd3a76087f15d9fb421b40064ff78b48ead2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x97eb86f82a1416c47c68fff090364455aa88f4b524bb60aaaabe2a35c646285a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x646cf7f018ad76d4df230784239159d544488c603633198a17422881f0c7d609,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6e20fff17d0656950bc58af836e1ee5b4991f242b5b2ea97560f6689b1f7200a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb5c602074bcaf6cbcf0b39fdbf0b98cb8c8c86e8ee8718947e32f53ca4d61ba0,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2ec775ba43e8c3ae68637cfe351c113ec968de12bc1c77e387c7d676b8333eb7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1d8d8707649bbf2c39fd2accc7c48b9bee51a8a6b253f5ce2d1474e2e7c142d0,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x756dea6611c13f16fea81db4ded0522a8794996f38d0499e3608f6f6bb45d877,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0f7dfc0fc0b27e092d7a2403fc1f432cfbe114023b4ec7ca1d7823e4f45d8de9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xafaa35a8e5d6a9646fbc32a1ffc174a0ab2531244db8efc94e78566880cf4e38,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6e44c9519e4774bc447b5665d306ee3809f94c19c04693ac58cfa30f22c6806a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
