Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas Used, Error)","SmartShield (Success, Gas Used, Error)","Elysium (Success, Gas Used, Error)"
0xc42921bfa1fddcd1b9855f7e72f6031969969d35c4019241b548a51732a6953b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf56ebfcf92a894ea88fda64aed46f36d3ad97a573956b0fe3ed0305cdccb4b50,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x68f4fcedb52f7058d84bc19b46a9ae51b7be91e232ece4ca56ad7229345254dc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7b5dc8adf547eabf69b55d4b3bde9ce0db027bfc9faf7b38753a018848b91aa2,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x49681681378066cb32cfe5352e661c75ae75f74bbf762155aff1bcb8a0a21a33,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0dc50631e9de3da249dd079f0bb8b1efe46d1751f6d4cee40c178777605da718,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3110491beb628626de07269fdbee5b4b0b117801c70ab946836627f50aa5a162,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5e6e3ac6a73c4ac10f239d45b4345f9e9aeabef82cb75cdf66fe100e07d09329,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd4952de056c6612fe4d7d18a52d08c052ea026317782dda8870a61f912db7c19,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x044251074445f537f9ea4c990eedada7736098419652256e9e9bd38a3bc49d9b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x421273e27687886269057bf9054309908892fe169994d5e9a936e790abcdb73b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9aed6a67955c1b0c153cbe05ebc947cb1fdba59140e4a20b44017dcff45e2dae,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x26597b60ac6b6a83d236b28b63d17045137802127b26dde02fabd598c0399435,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x47be6ed1b0298964d92f69fb0bec4166d03ccc2d7f314f2533f2fadd71152091,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6a1e8337f2570bff76b597fa06872fbde06cc665df3d9ae60df06b95b5365ce2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6e90c9b39c4607e28dd7ead3672fcc53cff8dc16734d613bab86a2a109319272,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5933eafe2b3f86fd1cda1055a38671b67a9d5b8b80d1eaba9c06fe78291f1c96,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xea9816d4d1f62d49b30a37345d97fc98119116c82039a31459e6edc3dafd7506,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x50fc349784c784c66982b94fcdfd091454202f1b35cfbda72e3bd2a3b4be4b96,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xad05dd0c3c5334279e3da992a9623400618ae5ce350e18085c31171a9d8cea4d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6e30eae1eab16a573f65a3dbbdf9d2f42fefc6433e5b303d2b5e0d505584ea6d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb6acfe8070fe82a05dbca1e902da660bbbc1ebb76b3c07f2e6b387c7f4f6927e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x09c90de913a85904aea5b972b6e07d11514de15c861928455cf5fc6741f3ab43,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdb141be0c6460fda68e6d53cc796607dee7544e1535e6c22fe553532b37a4836,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x772969b59935a9559caca249630b1c07dbc98d9d4215993c8ddc415dc5946e0e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x87d69026ce7db70cf289d5e377e3db3e7c83df9e7f4bbd1b4277fe1b98a83933,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcf911b43805289c821e74883726410ce6eed436f1a8e64135ed46d44dee4c417,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbad9ce7e289bb6ec00f075cbeb0940b9c49397494103aa7f0c6e5c3a4566b239,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xba61631f48cb2bc216a4ed2deaa431f6c7d73b613dc7c017a5ed99f62187c79d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4bb4ae95b4b587d59afef0cbb9894da437e7ba8df789c4ea034bc41bec25246c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x11c42d6c27344cb7098a2cbedb5bc4eed1a640c8adec9fdd5ea982d8227e8bee,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x832490979e23c8e1e31eda12b8ec9c4b13d1ab947cec4a6fd533a512681326b3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6052f562b53a3197e4a2efe6a83245420731bc3092c0cb938ef9e84f82f73288,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdb1c2a7a6e1b84041e8a07ad8aefc1500e4da57f6943f89990871063544fc11b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5d909ab7c2af206507852cc022fac3520fa82d6ba1ebf90fe71b5ad00613cbdc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3c54d9e1aa94731060591a6938d936c2524c135b3bcfe017bad5db07acf71aa9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x67f87b4f66dec8a62c042cf9ab1935e215ad3b7e2efff6aab73cf52736e656be,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa53050c01f8e4df4150755a8ddd1e32f8c618cb084d2b1e4cfd78e0efd9d7537,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc331d2c6530a8de5886725124a2d59e79529cb0599ff612fc26162b5c3efe599,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x03ca9030f346859b11baac699400ba000a1fb55073a39be78613fcfc1e884bc5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x072b1f93d52f89f1a9a28504ff761c9bf80d4a56139b38aaa0a238846376642b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe5258ce62574106e168ff8ea42e6052ae41578b3100af3b2e4ac656cc22a6a6f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xca52071f7928039b035b453a6c1f48e343a075e7a91a03abd941c84110999822,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xaac0332fccb1e00f046fb1a10abefa546499e5a7775bea1fb1c06ca6da59908b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9eb3c99444e9343b43e77782930a70c2df11baacd5af01fcd4c4fbe4e59310fd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa18ff0b732db6c28f36db3cbca8ce6111e71c281d1d0d1a4491dab3ede3e34d9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2e2f8ad90cd069ff8bb1661a23e08f6d7ed3e964e0715204cd1521757a503b58,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf37417cc5e3e213db62f3640f0731e000e78b6325e8edd8a325370cb6090fb64,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xaf42d80b6950438440eff1ff60a6890380d9be1fe6c66ccd0b035da687a6f34d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3957dc0118d9ff628da60cbc347d2987d71a5fc6334da0a2f6f59d02183f9e7f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0a90b02f91ac50f0bb0b014cf6dae13967dc2c321c4add9da3b6051e37b7e23a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcf62322598265fead8ba5aa5aab21749f839a1fb92fe8a14dfd38be33b6a8004,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x168b19ef74f501d2a9561bbb00c35fa6ff70e8d105287fc678fd6227f1a7725b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x650b2b2d2f5b90346b0a47e7ea0658ffacec0d35022adc75f0bd17a16016e135,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6d1d6fa05988f18b7b04fbcbcccc72c80cde69ba3122fc89bcfa9ab88825294b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4653f25555eaf28415b9f81b962b38619fcee5d040777f97dc815a3c497c16e3,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x8e99fa7f7dab8791e563070dec33dda65948c802fb11166f4b43c2eacfb5ef6d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf60e8716d200c9fdb96892ad1c764f98dba0e14aaaa8de1eff3e7bedaf105fe9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7e842764770d14780ab86024db5c16f9e8c8f8402d448984e0cbe88af70fc024,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb230e7fdfd1b7622d1b3dd1bea8126d4ec622779b72dd2bd27ffc56250fcc09a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe1294085ca385ed554cec5bf7d6b06148274e6287fb274be2e504126a71c45ee,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd3ce74d9bf1dba5a749cb510170c4c0f7910fb261d1fc3ed11cb1fd7f564aecf,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd4a70e6a15786c786d9e5acc3a46026d1aeb6bfe925354fa8f993a6f404edc4b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe1896229eb08b9da44a01b124614821c5b12d5f2673935344c9534157e0d1512,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3bcdd2c3399bad15bc5ee37df782fffd344edc5333710eb50dddac0b1d72ff07,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xa985afdfecaf43715d31bfe2cbdaa62a8cf6417cf2b37df9cfda85cdf426b530,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1b49bafb24eb0eaf47ebddbb86248eb97880b148a1185c79c0509beda7e5ff72,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1f58dbcfa53328e220a4e7add9c87a9f663dbbe3251980844a74cf446e80b030,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0a39a8664e8498535b2ae9f4c268d82ab2a133f2cb7c4b8650621550aa55cbab,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x124dcd092b3c0f2e7b4cc46f3652bc4852f93472fa4e4337c2dd5993ad09ced4,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3a8a6f9efb20035f134bf089bc368fb19203c79cca65597ce63babd2bb2e4ab9,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe2959884bbb900bdd81414779a4319131c8ce2514e95cb489cce2dd7392dd299,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x88931f7d8c78fa96563cc880a744fdf55aafc10298d26d4d5e2b0e6b268b38a8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2f98524bee42e9f11f66ba05bc3a838e254ea8300e65298e17f4daa877fbc77d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4208763e6e369dc47b7f56e5cd5b88558c7407f4c295f8b55ee1b619989bfa57,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf268f3f3d68672a0fe3aef176c5e412160bbb055a0a28011663d74886ecb8615,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcaefd895ecf3dac713340151b0405953557087f10b8851434fdcc496758b2bf3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0d2a6dc307e8551d3c45a0ef5d46b47a6b17116d9fc42133ffca31140aeff5b8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4378f8f3491456f27ea392343b3842e513316be8090a34fad2dd3fdea1ff8342,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x99742d6010d999b971506b1d0b76c65b78a378cc1093193245fb410debe46dac,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfc1f943f7304efa28e5557a62d84550e16729e4ad325f8d5321e37b20a118ab0,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xafa6c0db7ccd28b53a25376b012319e9be5b023639be5ceed487ee67cb304fc1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x76b7218c032db9c55907baed3ef7137a57530f0ab73e787e7d5cdbf8e164eaa2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x016f380326f28d3758b051127a0a1905a6878a6a5df2d3fbbd1e894e2d155c14,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x45e4d944c5fe3aff61ab6bd0d9aff3aef1ac774ab1b3ede8d2f3ecd9427259bc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd19a4916e74c8a18901b91d985c2e812a69846614853d193d84b613c864b52c7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe3b4a8d70eaf53f36982bb9653853c54c79df5cf0c2923519fbcba4b21b124b3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0f87ea0f55c3565d25bdfa6052bc63a0db82fc9a7617a1dd64568c072adc9b18,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd3103b2a4e03ef7bb129eaed705037c114cd31b89e9341632b75f55f65e2cd58,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3b5b516e4606be76e170f25cf48ec93f5987bbc4d12da13caa2c0b175f1e652c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x5b14402fa8b7229590ed8de4611138a496cd02b70fa5d3993096c105fe242a26,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xdf17a894a9b4e334eb4c7ae233129b98e7a698f6b8e91f571625b7bbc9aac6da,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4ae95ce1ecb0d318801269a7b0159e4acdbe7988edf7f2be7876753988eac11d,25915,"(False, 25915, 'Out of gas: Needed 1381 - Remaining 1345 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1304 - Reason: Log topic and data gas cost')","(False, 25915, 'Out of gas: Needed 1381 - Remaining 1375 - Reason: Log topic and data gas cost')"
0x322ba8242596fbf561d68482547a89a8ba1c3b6ca8e04833d7fdeaabdf1c5c00,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x710304710ad69910015773ad8d88d786493be8e13f2aa921eb469b0036db6747,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x40ef50f32067cb138d5ef324ed71dc38549380b5a838863ee8a87cbaeffa1f0f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2b27d86ee236f09630943e1eeee3c71fe4deb5a8e50cf0c75982f58143187907,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x98899064672f55f9ace7413e4f4ed1b720ffa48b7c1d9cd959374b3bbde98c96,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x934553bd370b0794605fc98969f7a5608d36ef5e3cbc9218c476cfa173f01401,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x64e4bb5e5b26349dfa8953bbcff8305f6af9b9d94f289f73fd538e7c59fe9371,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x11b9ea87ed2c612447c902b7c90e6d253813345cca8b3538813c338cea97f079,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8911dde5cbe4511c2147f40940d8b33f3f0c453ca48d350127ff578758b64631,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x951c625a6b10944fdba78e1d0e21d570d86a23a511a5a11b15301c3febc6cffa,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x12da5a1a4093de6183a64b22ec8b504851a8d8be8d8a36252b73442b7baac14a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x370f7f1c12aa1cf46ddb138973a8c1521eb1522a4316c18dfdff21fd693e7aa1,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xea028540ca0f979e058b665327a84507c297ddd45adcd819047f2a6c645fccd5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x13a908ea83638fd8e257ae7d7e58bc1aa5bf81e2aa4136b9a2204bc463a1b077,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xaaa25b4fe1a0a401da9d7d8b6cb08b4eac8c1ae0190d20bd95f2850b40723795,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8d42455a4fe6b6e7146b6b5f2a84f0975e0143fb1f8e8284bea30cde9ca7642e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbc10332cb936b99a107be1893e02d1a84dcb3094c476643f3081d2f900da9143,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x0364003cd917926e85ca94cd468b745cac161a31fcb7436eb58d0012c7d3eb9e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4e3942838335ab7382d7935fcc935d7aad517c2bd3b6d0f379c4734330e11e4a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1971138e402f616c71d0cbc845f52f98d3e8d4fbf6b40c11c6733c52c7bdeff6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xcf6276da15740c781c58f91be6f06cbfdbb03a1335a6087ec70e0557b600a787,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x71d256c098d8e0de256aff94dc7cc4106de0351fdb7d4a1f109d99fa9ca275bc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9de81d6fe1292ea679616242d819f9310c44205127a7163a791e7b3af878a88c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1fa41ec5669cfad16d6a5fc172453ec008f2c4335fa02a353592ca244eb3b17d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xde6b88374f27908cfa6259d7f4fb9f0f5bc3d49e4d040df3fc773f7ee5b03e1e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xfb792e3b247145d39721585f322d92cf38b7a237be3af6b80ad7b31201afcc16,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2243c13bfd62b58305e9e556e611779ac7268b5c451cb151764ea8c399f027b0,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb521937073404ae04aebe47098104de5dea38004d188a403cc778ca4e936c7b8,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbed2703672d3cfdf13899f92bf946e596aa9fd564e88ad843f3830c236769344,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6e7d6bed5ffcf9f573405650d3f20a5607cd6b99c885278f6c634930c1cdbc9b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xd16263afe2b826392e2c3c2270c67f1adb490595e8c548a77d6b9a932d204209,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x77ffc9148cfb44bccc1ac016dc94f16d530216c75b3dea005473997ad95f7513,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x387bdd829b8ee4824aff11c520b7dfd5514079ab6116f47f05ec21e7fea7959f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe439403adf7dff8bba479444da817838f1e666669c58ef53f4727c434c16474c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1db588746c823c1087dc2e11b09c9a4eb56a022342fef3cb18805035e1f15f22,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x62fd9aa30c91fece8f113601550106c85a2be6562e1df14c7733e4460d01dae5,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x016ebae7e0ee4be0366086f35f5b4f297a328228ef7e796a25b389d6921392bf,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x81a0cb6248b1a0fa1bfb69971ed451730ed5fbaaa9e24bfb7c3512d4b8a45b41,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x2ee39f797019b995f16540f7d00966d601a65c2e87a3a970d0daee580239df0a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x60a6f540852bda1b4ab711412075b525619b96db4b6945a4219021fb048c1715,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x438d68f374c56574dfd801c8f2121403e9316a43319f065e8d1c8fe92e4a7e71,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x35900ba464dfe47814d8dd03f088f29715c4e6da3f8ce6115c2a65fb11479a4a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xaafcacc683e4fdca7c25738e61b81424bcec4e4ded3afb2b38862c4d4ba60136,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe6ff47e240ea3764f2c8a63b7f0ebc5aac250592be68df2af6efd4f49342caa7,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x8e679f75b3e05349cba02551725d4d9c66db56b8e1ec13a9eb119630d3716222,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xae6bd577a7a7f60cfcc31708b40636b286dd5afc8c3f3732af3206b2d6178902,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb6875569889b12c58ea5eb403f73ae9d30af92fa7a7219c37dcba6f30916933d,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x45460c0fd565cbb3e0ff6b69a62ce76a18286396610dfa132d7647c7e79a70e6,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x22e7cdb8e1b88c994b8c841032c1536c9c43eca167afab4d75d9e35d6ccd0ebc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbc79c388290bff41b12a747525bb9f59fd862a7690311cb6372a037990f38e15,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x767f8fe8d0eaa7e1e456ea9aac2832f6092329d56656d1297ecfc45c18feefee,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xe72fcd24ebb7432bb3691ee787a8e6b0278222a66d1cf8f7a99b79ad02406602,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3b5f5b0dd65daed75cd0cc732bb638af5f169a720fb9b93c7721cd164623c6f3,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xbb55a61af6aa9d5d542e2c3d2491309ac625a510c093cb4bf637c62c0a55f043,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x4850be5fa5ffb727841fc21ee7a10db4d7b2cab5ea4876634895e744863a5909,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc357ba50b446eb2ab0f2e97a6e61a091898ddbb69d6e0683be8342ee66161134,25915,"(True, 26035, None)","(True, 26076, None)","(True, 26005, None)"
0x006ca2122bd91aaa7de40c89e36bcf42c1efd0e490f7a017e0cc79bcb41fe199,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x04519e9cacb36eeb8c45a4bcdeca7ebe494f0214b370423e0f8ff33a4beb33dc,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf54e0ce28b8436da381ab6b06fad9960a5ac48db22e271c34ce1e6cf8a2a3536,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x790777894533a72845bbef1942e4cc3fc97adee96ceba350482c16cbdd0ccf4f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xb000667a82bac509b9fd97f42177d6acf38e1ca860fc61e80b5410997d0061fd,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf393c92f5fa088079ac074e00adef1c774992b1666d2aaf944fb2385344db187,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xffedabc1ce371c40e58d706383a99b6339602443ef881a1b44b9f85388402c1a,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x6c1024d3892abe2a22b24f0ff947c104576b3c4afcd98d6345f1e271d659f907,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x3d53177e71596c15a8d7a659939f9da11a11c746d74f63846aa5ecfd582b8225,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x20227e69c70ee3b8a91e2e6a9b0f03df35ee00d335ac9c245e37cd9993e5522c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x9c8cd7d29986ba16407048f157ee822a9c5d8ee1164c0b994a14091b6402f135,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xceda8c4bbc9299810c0ed34c61151d11b989e5d8c779d688ea3823a3350e832b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xf770dc7e0649c11d9723b8bfa3cbaf1d8a6447e1bff8f1186d82a5f7d90ac84f,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x1a55216b2358c349ca42c0ffb2667b10cbcaf09404d0724dca4bb12b91d365f2,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x7c5285b904ab1ea7d14cc5d67f438872305d8563225cd95cf88c06856b51b083,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x047680c52bd1b0d02846a4cababdb7ec1bc83d0818c2cc430e32d9118f54ff07,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x64c9fbc88941af84eec49676fbbf1f218c406693dd69a82a350071c92cf77510,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc21516edc55ac4ae0fc560497287d125a4d25733ce71162e3821692066b5c03b,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc8175a821d6cb3a6d067344149a4c57b2188cd20110d7c02b5c0a957621cb7df,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x24896964e6c6b3e56a4049e8f4acd7f4991a4dc63fe288f372652c7f6ea5d15e,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0xc1fac041c12e1e2dfa0933f5ba1e16665aa8808575ecfd8dbd647536a69c7797,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
0x77237cb22360f099d089e965f52555089344176221cdd186fef7540193aacc4c,40915,"(True, 41035, None)","(True, 41076, None)","(True, 41005, None)"
