Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas used)","SmartShield (Success, Gas used)","Elysium (Success, Gas used)"
0x1abab4c8db9a30e703114528e31dee129a3a758f7f8abc3b6494aad3d304e43f,78162,"(False, 2250, ""b''"")","(False, 2256, ""b''"")","(False, 2232, ""b''"")"
