Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas used)","SmartShield (Success, Gas used)","Elysium (Success, Gas used)"
0xad89ff16fd1ebe3a0a7cf4ed282302c06626c1af33221ebe0d3a470aba4a660f,52073,"(False, 954, ""b''"")","(False, 957, ""b''"")","(False, 945, ""b''"")"
