Transaction Hash,Original Gas Used,"EVMPatch (Success, Gas used)","SmartShield (Success, Gas used)","Elysium (Success, Gas used)"
0x180dfd68ed78858679173819258ef0f582cb6d140f97342a4a38d9272c97d4c8,58187,"(False, 1881, ""b''"")","(False, 1942, ""b''"")","(False, 1864, ""b''"")"
